["Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.5279.40 Mobile Safari/537.36",",
"Mozilla/5.0 (Linux; Android 12; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.3902.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.3230.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3457.62 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.5263.65 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.5404.74 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.5999.84 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/54.0.4906.94 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.3108.32 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3269.38 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4714.26 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.4072.28 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.4204.24 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.4878.68 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4542.24 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.5905.41 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.5313.36 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4908.22 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5807.43 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.5765.92 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3508.44 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.4083.64 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4491.91 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3886.94 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.4085.23 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.5371.86 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3204.49 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.3674.95 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5160.45 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.4146.34 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.4634.78 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.4735.32 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3631.95 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/72.0.4557.93 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.4569.21 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.5696.65 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/72.0.4982.70 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3649.53 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3870.48 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.5773.64 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.3396.27 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.3856.88 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3261.28 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4908.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.5893.26 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4213.93 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.5973.26 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.5734.28 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.3496.34 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.5583.56 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.5371.44 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.3701.65 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.5715.24 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.4855.24 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4664.22 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5787.47 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4143.93 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.5628.43 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.4115.23 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.5897.74 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.4926.27 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.4174.91 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.5780.42 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3959.98 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4167.29 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.4803.48 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.3835.84 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4446.98 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5184.63 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.5152.29 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3611.60 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3310.67 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.3899.73 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4533.72 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.5366.75 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/42.0.3425.93 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.5739.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.4942.95 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/54.0.5860.56 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3910.76 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.4902.46 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.5860.28 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4349.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.5810.32 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4000.48 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3748.78 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.3225.33 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3215.71 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.5132.32 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3714.43 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/82.0.4771.95 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.5058.71 Mobile Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 8.1.0; Windows NT 10.0V425O) AppleWebKit/537.36 (KHTML, like Gecko)84.0.4214.111 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 10; Windows NT 10.0J212A) AppleWebKit/537.36 (KHTML, like Gecko)91.0.4542.114 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 12; Windows NT 10.0T652E) AppleWebKit/537.36 (KHTML, like Gecko)87.0.4659.63 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 14; Windows NT 10.0Y487F) AppleWebKit/537.36 (KHTML, like Gecko)91.0.4264.106 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 7.0; Windows NT 10.0Z228R) AppleWebKit/537.36 (KHTML, like Gecko)98.0.4354.124 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 13; Windows NT 10.0Z82N) AppleWebKit/537.36 (KHTML, like Gecko)90.0.4273.91 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 7.0; Windows NT 10.0C988Z) AppleWebKit/537.36 (KHTML, like Gecko)85.0.4233.114 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0P879T) AppleWebKit/537.36 (KHTML, like Gecko)88.0.4415.106 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 7.0; Windows NT 10.0O225G) AppleWebKit/537.36 (KHTML, like Gecko)91.0.4808.146 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0L617A) AppleWebKit/537.36 (KHTML, like Gecko)88.0.4567.130 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0G365C) AppleWebKit/537.36 (KHTML, like Gecko)95.0.4873.60 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 13; Windows NT 10.0F716I) AppleWebKit/537.36 (KHTML, like Gecko)83.0.4810.59 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 14; Windows NT 10.0T574Q) AppleWebKit/537.36 (KHTML, like Gecko)95.0.4464.50 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 7.0; Windows NT 10.0J217V) AppleWebKit/537.36 (KHTML, like Gecko)80.0.4755.91 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 12; Windows NT 10.0G394R) AppleWebKit/537.36 (KHTML, like Gecko)80.0.4543.66 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 12; Windows NT 10.0D890X) AppleWebKit/537.36 (KHTML, like Gecko)99.0.4264.127 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 12; Windows NT 10.0S873Z) AppleWebKit/537.36 (KHTML, like Gecko)86.0.4257.106 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 8.1.0; Windows NT 10.0B767J) AppleWebKit/537.36 (KHTML, like Gecko)85.0.4539.49 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 11; Windows NT 10.0B752Y) AppleWebKit/537.36 (KHTML, like Gecko)100.0.4486.60 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 11; Windows NT 10.0A409U) AppleWebKit/537.36 (KHTML, like Gecko)91.0.4883.110 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0E771P) AppleWebKit/537.36 (KHTML, like Gecko)85.0.4217.144 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 11; Windows NT 10.0D721R) AppleWebKit/537.36 (KHTML, like Gecko)95.0.4627.91 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 8.1.0; Windows NT 10.0D692D) AppleWebKit/537.36 (KHTML, like Gecko)91.0.4438.145 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 13; Windows NT 10.0R709W) AppleWebKit/537.36 (KHTML, like Gecko)82.0.4855.139 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0V935M) AppleWebKit/537.36 (KHTML, like Gecko)89.0.4548.131 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 12; Windows NT 10.0W2J) AppleWebKit/537.36 (KHTML, like Gecko)92.0.4324.145 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 14; Windows NT 10.0X596P) AppleWebKit/537.36 (KHTML, like Gecko)92.0.4334.142 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 12; Windows NT 10.0M412X) AppleWebKit/537.36 (KHTML, like Gecko)96.0.4221.62 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 8.1.0; Windows NT 10.0X668N) AppleWebKit/537.36 (KHTML, like Gecko)89.0.4788.51 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 12; Windows NT 10.0D12I) AppleWebKit/537.36 (KHTML, like Gecko)102.0.4463.68 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 14; Windows NT 10.0L23D) AppleWebKit/537.36 (KHTML, like Gecko)93.0.4821.72 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0C433H) AppleWebKit/537.36 (KHTML, like Gecko)96.0.4578.55 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 12; Windows NT 10.0V401J) AppleWebKit/537.36 (KHTML, like Gecko)91.0.4552.73 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 11; Windows NT 10.0O473Z) AppleWebKit/537.36 (KHTML, like Gecko)80.0.4373.126 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 14; Windows NT 10.0S523Q) AppleWebKit/537.36 (KHTML, like Gecko)82.0.4831.147 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 14; Windows NT 10.0I755G) AppleWebKit/537.36 (KHTML, like Gecko)97.0.4222.60 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 11; Windows NT 10.0A760Z) AppleWebKit/537.36 (KHTML, like Gecko)96.0.4238.58 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0F805E) AppleWebKit/537.36 (KHTML, like Gecko)80.0.4792.81 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 12; Windows NT 10.0X267D) AppleWebKit/537.36 (KHTML, like Gecko)92.0.4740.62 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 13; Windows NT 10.0H828I) AppleWebKit/537.36 (KHTML, like Gecko)82.0.4334.86 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 11; Windows NT 10.0B880J) AppleWebKit/537.36 (KHTML, like Gecko)92.0.4437.93 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 11; Windows NT 10.0O734R) AppleWebKit/537.36 (KHTML, like Gecko)92.0.4615.53 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 10; Windows NT 10.0T45L) AppleWebKit/537.36 (KHTML, like Gecko)93.0.4867.61 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 7.0; Windows NT 10.0E125J) AppleWebKit/537.36 (KHTML, like Gecko)88.0.4573.82 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0X667F) AppleWebKit/537.36 (KHTML, like Gecko)102.0.4316.78 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 14; Windows NT 10.0W828S) AppleWebKit/537.36 (KHTML, like Gecko)84.0.4629.77 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 10; Windows NT 10.0J930D) AppleWebKit/537.36 (KHTML, like Gecko)81.0.4601.145 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0P580S) AppleWebKit/537.36 (KHTML, like Gecko)91.0.4780.76 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 8.1.0; Windows NT 10.0L122E) AppleWebKit/537.36 (KHTML, like Gecko)96.0.4256.55 Chrome/109.0.0.0 Safari/537.36",
"Mozilla/5.0 (Windows NT 10.0; 9; Windows NT 10.0Y657Y) AppleWebKit/537.36 (KHTML, like Gecko)87.0.4701.102 Chrome/109.0.0.0 Safari/537.36",
